user_tna,response,business_area_id,question_id,user_id,weightage,doc_id
zZagtNTSLjjcj2nNXUhp,3,DVhvy8x4RkF1e33R0LCW,IEafiQxZ4JUY3aDbxfQp,0OzBKp9rdDgJsjxe9PMGdI8OSeG2,5,4lB4PWqCUieIstL09qRO
bI7gPAF5nB9o6APqhTRP,2,fgT0OfrgvOqwyNV5U9O4,MtO4Nb31XpolGXKUXzOV,qmoyuPJBHugKI1d3kx7Ej4yTffH3,5,4mriU53iiqVujQPPNu4f
40ZbJOj3vLeWp4U2iDiz,2,5XJc8NmM7JP4byHGNGQ9,iEPSx2FDRORW55Vtw7Ny,q5W07Lw677UAd22LEBs2taNG3yz1,5,4qx7gp6SBYamrG1qzrMT
Oeci1Q9AIXEGyYD56N9l,5,5XJc8NmM7JP4byHGNGQ9,7qjVHul8fNc3FZBtGhMf,6rhLjWRPisapR6OlD05QNOOyXWH3,5,4wdMsfVr0B90m8LuRfJm
rUR6FsV9VkahVrXDGj3m,1,DVhvy8x4RkF1e33R0LCW,F6uYbv01RK5gB5bxhF8d,9WKeAnyrCthrlQQZjRG38rdjzCj1,5,54LxYbYq8nytPcduCYY9
XQzHwimobhKkDoMXLrRq,4,fgT0OfrgvOqwyNV5U9O4,cJzoZ8XBopamfbQGSY2w,wPwCIyGbZAbE1CnNota0X8Yp03r2,5,55WdQOOUxWvXU0t2atEi
DCuEW1vkM0g2LxOYwytT,4,fgT0OfrgvOqwyNV5U9O4,bsdwSjhrHOzVKtw1lTKB,LDjIHEbH8PQPrm6kuikuQ41WeOz2,5,58DwABbuFRlBWtMgt0wp
zDw90nxsHwgsTMQCXpEn,1,5XJc8NmM7JP4byHGNGQ9,dlijZFWEanM2nzm5VLQW,yG4zHnlJaxeJznv3sH55MCx84mH3,5,5Aga8tbXjKqtmMJMUKTN
O2hkHgibXRTnCFQXX6uU,4,fgT0OfrgvOqwyNV5U9O4,OsWlvXFfGDnczWd9QItX,eFlHh9WGs6aEDa3cQfKlyvoaYZq1,5,5ExeEJNtlCCazWBMZ0Qk
O2hkHgibXRTnCFQXX6uU,4,fgT0OfrgvOqwyNV5U9O4,Ukut3gBcWVHwlAymona9,eFlHh9WGs6aEDa3cQfKlyvoaYZq1,5,5IeubM9vl2tmF2JUqOMS
m3fzd7GpEKqiv1mBn6LS,1,DVhvy8x4RkF1e33R0LCW,KctSHUbWEqbzl66q7DjD,NiLuzpp3tyOSBKmESh2IbX5IBbO2,5,5LE1791i3B370odfvIys
SUmtDSKdSTIQjwh9hvGG,5,5XJc8NmM7JP4byHGNGQ9,mYz0Mqyteqs1BmsKugKB,GwDmDVX06ddXBgnnqFioMJizRTG3,5,5NAl7kOLihHvpKG3T3wf
r7C21shb1aWyOlGFaIj1,4,DVhvy8x4RkF1e33R0LCW,Oj3M3X3PnhpR6Tj8xkO1,tNts4ruCZlWDTBaPQjbXsa12gt12,5,5NXGDIh0Ae8LtpavTtEi
R1kat1I55eoQ07qgj4g8,4,DVhvy8x4RkF1e33R0LCW,jXOQTf7vbHk0PbQPtTMj,9gULcxfIZYRfZS7srPDkqJd9dgj1,5,5Qr4nXwDK4YRjFrAAAGc
VpLZNw4FAqRZFVoxtErp,5,fgT0OfrgvOqwyNV5U9O4,VX83M5bb2CzyrK2Sb3zk,wStuiciHRnR2M2XiyNOOfTaDIo12,5,5U9ifnWIbwt0hgebRC48
98M4OHspKA2gUCr2COx6,3,DVhvy8x4RkF1e33R0LCW,Au8JDIxiuHu8vsCtv4ok,FABLneKSAa2gyINWqBt3,5,5UU9XYd5OQcbsY5GkjbR
r7C21shb1aWyOlGFaIj1,3,DVhvy8x4RkF1e33R0LCW,m2pxvMmlJnatffpwXmRT,tNts4ruCZlWDTBaPQjbXsa12gt12,5,5UeOMUy0iPTT7pGTdcTz
gDNPCYVmQCHNAS5Qfs8p,2,5XJc8NmM7JP4byHGNGQ9,iENN2qiTC7HBAs0sgPeF,kDxK70GSegYFTjKGdwp426GlI9d2,5,5UzzuUYZSO4qvZOPhWue
lmRWeoLlB93TA5ejSooX,4,DVhvy8x4RkF1e33R0LCW,dwKpFaXNZ1ByfKWbhlDR,ArHpFoyv7ZPAU5E1tFiczSzDm8I2,5,5WpkTHoDA3Nbp9bo5HIM
hq4qiSbNocL8dpo0w0Lp,5,5XJc8NmM7JP4byHGNGQ9,RKvhCAmzgXxAeQ1G5MdY,qqO37uLDAocRnSeh27r6HEBYjiB3,5,5YMUPKUWoi7U4CuBF4IJ
bI7gPAF5nB9o6APqhTRP,5,fgT0OfrgvOqwyNV5U9O4,ap96cgzTSBGFpOkVRkwR,qmoyuPJBHugKI1d3kx7Ej4yTffH3,5,5dRWINY1kG9SkrpeTjl8
HREJHoA3y0C6cG2ObiHa,2,fgT0OfrgvOqwyNV5U9O4,DHVpxy0vQuCvoqPqftEx,YTayqLu4jVZcVUliuMmFEKolcmL2,5,5gZVzvkN4bUnYQQzZph7
bo4SF4kvhGP8M930yPFV,1,DVhvy8x4RkF1e33R0LCW,m2pxvMmlJnatffpwXmRT,Ilu1l56rhXR2ONBr8m6SjoJpvhD3,5,5hIcjJCvE9n2RWRqJU5T
rxfjFMYQmZpi4ph5zolS,2,fgT0OfrgvOqwyNV5U9O4,3lnh0y3acMtuToCYj6gK,AnqLRONEWehBvtpdhKwWejKfCP43,5,5kkQqZih45OXRPN2RIff
lmRWeoLlB93TA5ejSooX,4,DVhvy8x4RkF1e33R0LCW,JJEQ2eWViFsk3IPRk1Lk,ArHpFoyv7ZPAU5E1tFiczSzDm8I2,5,5mMveTqYab0oTcgmCFTu
IHYkzcDm6e5jizItuYjG,4,DVhvy8x4RkF1e33R0LCW,taSIzndzt6InFGgK93zW,wb7O7T7qUlc1hiO2fjxu0XVrua13,5,5ojHmwOsOXeALRofb46V
HREJHoA3y0C6cG2ObiHa,5,fgT0OfrgvOqwyNV5U9O4,OsWlvXFfGDnczWd9QItX,YTayqLu4jVZcVUliuMmFEKolcmL2,5,5pORkaztxlliCBJbPeNw
0OG2OKcS4HVVo9AYi3gr,4,fgT0OfrgvOqwyNV5U9O4,O8zellt0sTgDcsvmKlvX,vgBl61ybIqgrGxyeXQV8AKbiusd2,5,5u90NENgf7yf92sGmDlp
u8vrmievZR6PwFFBzMeA,5,5XJc8NmM7JP4byHGNGQ9,ea9dhyQLpZQ2G52ewsxQ,NulY1xCe4xR3hFfDvYop39LPvC22,5,5vRysrSrThVxeIdUeWiz
M1OEENCfJuH56GyoKEXD,5,DVhvy8x4RkF1e33R0LCW,RZi1POJCM5Pg8ZriSMMC,ys4Osac7BnWZcIGGzi9hnM8fVgn2,5,5w7VqMN6eBMWYejuNZ99
UL1XkE78MqkiCi6g88CF,2,5XJc8NmM7JP4byHGNGQ9,SwjiKVJ9jlB8yjvaxXmH,L7qkdSD0MQYv39xtXqIHziLKC583,5,64iuvTroytjF3KgMHa5t
98M4OHspKA2gUCr2COx6,5,DVhvy8x4RkF1e33R0LCW,oWfI3dGonpVP3KXEc6Fc,FABLneKSAa2gyINWqBt3,5,64k1n8NXoVVVVqD5oJs7
lYB1aiu9QtFAnXM3KvKL,1,DVhvy8x4RkF1e33R0LCW,2sQpPmF2d7YzRmg6yGyF,HwquyzEz5iSKAgcC77j884Ar9q33,5,6CCIR57W28MkNIwsotLW
LVfUdrYr7cJBNynq9q6c,5,fgT0OfrgvOqwyNV5U9O4,tVJUTIgjDXRPFkoBtDbu,ielRtq6SWeZf1kU9DqP4DCeCfKV2,5,6ClFox9IgiBpZUKodH0y
HC2i69X987Lufo0suev5,1,fgT0OfrgvOqwyNV5U9O4,OckNjDchYMIt6st0nqWR,vgBYIzRj4pVUuGWBXiEb0XEVuwJ3,5,6E7keKnG6NB9fPJ2oodl
hq4qiSbNocL8dpo0w0Lp,3,5XJc8NmM7JP4byHGNGQ9,FC12z9Qpvu6s7KO5fCSz,qqO37uLDAocRnSeh27r6HEBYjiB3,5,6H2gKCPCsW4WxkO5rEbq
SUmtDSKdSTIQjwh9hvGG,5,5XJc8NmM7JP4byHGNGQ9,6901T0SL23FxB8ybMLrQ,GwDmDVX06ddXBgnnqFioMJizRTG3,5,6LBW99v0Hr4udPg0CTA5
HAGG7nfYUbnaJHHLYEEW,1,5XJc8NmM7JP4byHGNGQ9,FC12z9Qpvu6s7KO5fCSz,0jt1zBwc6MaojsX5Wj9HzXBzTti1,5,6QzhIqkZtevekINMLxmo
zZagtNTSLjjcj2nNXUhp,3,DVhvy8x4RkF1e33R0LCW,SGS1jENxLhfH7NAX0oD0,0OzBKp9rdDgJsjxe9PMGdI8OSeG2,5,6SmgjSqrweOP2mb0ygbq
lNsIOCSThcYYmPaHBkOX,1,fgT0OfrgvOqwyNV5U9O4,MydRXROSwxiXSnzhRlBi,l4LQR7X3XMPC4FSNh5tpkKasthc2,5,6T05ZaeXCpP9zaEng4Cr
bHbW6B5IqxIFFKPkKVtN,4,DVhvy8x4RkF1e33R0LCW,ID7zRHIxcOnCU5T0Zd2T,5zm7Ke3WR2UEvZ5vnTEHtX7hJHH2,5,6Um2FYcg1BlC03lOGGyR
RUfMXrOC6ZHxDAn93QOc,3,5XJc8NmM7JP4byHGNGQ9,lJy5tO7Bf1IjploRwmhV,9RK03EilZxYBrJO8ydI3OPoIO1p1,5,6ZjGL4KHKCbJrMNFHSFc
bo4SF4kvhGP8M930yPFV,1,DVhvy8x4RkF1e33R0LCW,4mlQZyZ1obWhdC0EM601,Ilu1l56rhXR2ONBr8m6SjoJpvhD3,5,6aVnhbwbhjnd1gVrsOMx
CSv4j34zGqT5vtjaoPgg,2,fgT0OfrgvOqwyNV5U9O4,pYXWYkgsLAghMzfSp2IV,lwuTvDMTdiWwHa88PVgUxYGD54D2,5,6bGI80nsgwtZtFyfXwFz
6TD1jHLF5GZm7ygEAhhH,5,fgT0OfrgvOqwyNV5U9O4,RYHt7KflIP8Oc8dHCat3,Fof7REFL39O2LeeWIy65jWhP1Qq1,5,6dWB4ukcEoB7oYy1UHEn
vaGPMUvNvYTekFdg7HgJ,4,DVhvy8x4RkF1e33R0LCW,Brrpjhx6gb5C0VpZyBJp,aedp4fqc6Rh0AFe68PyJQqlvNtA2,5,6ddaVCt80FFP6XIoyVCj
590rF35J5HlBTCFjBDlw,5,fgT0OfrgvOqwyNV5U9O4,Jg73PY31uLFN4gtvmdkA,KpxDdc6WKcRuFAR8lgsjaKeCrUh1,5,6hNNbu6mcDlGmSnnoePu
40ZbJOj3vLeWp4U2iDiz,5,5XJc8NmM7JP4byHGNGQ9,6901T0SL23FxB8ybMLrQ,q5W07Lw677UAd22LEBs2taNG3yz1,5,6oJ4MomQRdEUHsQvQIy7
40ZbJOj3vLeWp4U2iDiz,1,5XJc8NmM7JP4byHGNGQ9,tcbdCLEBGwr1SUHvzDWq,q5W07Lw677UAd22LEBs2taNG3yz1,5,6qbloFad6ySTWLaIZ8EW
9nhNNLm4GAPEQxpD2df4,5,5XJc8NmM7JP4byHGNGQ9,GUbuHjCEIT4PM5Sg6Sls,uz3tYfOTpnR2x6gdygZOeO5pnTf1,5,70hxkdXzON5UkVCbZb5w
aAs2bY0D9VgFp8k9VPae,1,fgT0OfrgvOqwyNV5U9O4,79RgDLUyf3b2esNte9K3,gGKtZyFcdeSbaTBIPSIaFybQsAv1,5,70ul6TEs3WzQaZNTXvv4
DCuEW1vkM0g2LxOYwytT,5,fgT0OfrgvOqwyNV5U9O4,RHTNwrLB6dD9GQKThMoi,LDjIHEbH8PQPrm6kuikuQ41WeOz2,5,74UhP2HdVDrBdEsg8MAt
Csr4BRi6WSe7IIyXIMiq,1,DVhvy8x4RkF1e33R0LCW,Jh2GbRmNw218xajoPMlA,kkvgyPxwh3YNcI2EoJTpSV1LdYg1,5,75MigWuryKcjoKG5Yyf1
JAOSe8xJTWDxP2PzNVyL,4,fgT0OfrgvOqwyNV5U9O4,dJLQFqRE7LEP58dmC0kg,Yi0EU4aIUUOVfVSfTNoXj2mLwsO2,5,76x6K75jTu0hDDrhUbWs
HC2i69X987Lufo0suev5,4,fgT0OfrgvOqwyNV5U9O4,q6bY4xg0Mi88fVwNrkTw,vgBYIzRj4pVUuGWBXiEb0XEVuwJ3,5,79LV1PSFa9rqkbMcQmZC
rG6EjGRGjRxuCHXcEJot,5,fgT0OfrgvOqwyNV5U9O4,vo9JGcTR5kRlmGPMQesU,ap0IoafYREWG1H56vJsZpn214dl1,5,7DXKXh1Y6SC71FOLgnpI
HREJHoA3y0C6cG2ObiHa,1,fgT0OfrgvOqwyNV5U9O4,5vJO29HMhQFFkfjnhwHF,YTayqLu4jVZcVUliuMmFEKolcmL2,5,7ImZ94cxqM6vwPZDPnDM
0veIMS0uBJjKUJdB4J54,2,5XJc8NmM7JP4byHGNGQ9,FC12z9Qpvu6s7KO5fCSz,P826jMa6MjX1bsbNvzrQwb5OBNq2,5,7LVEWNszOzBWwtsMZvmg
VpLZNw4FAqRZFVoxtErp,3,fgT0OfrgvOqwyNV5U9O4,bsdwSjhrHOzVKtw1lTKB,wStuiciHRnR2M2XiyNOOfTaDIo12,5,7ME7RnhLoCtHY0BnAPaN
YJpgQS73O8t7eQzTtRGT,3,DVhvy8x4RkF1e33R0LCW,XGJdR1sdAhPf8AVe3WI1,ytiJ8UFoVLT6SqWyltSMQL1cTVE3,5,7OVsGutkjqROtev1tIf5
9nhNNLm4GAPEQxpD2df4,2,5XJc8NmM7JP4byHGNGQ9,iENN2qiTC7HBAs0sgPeF,uz3tYfOTpnR2x6gdygZOeO5pnTf1,5,7OuhWZI1RwwV956F594b
tPAVzcw1R2jSSUhh1UJN,3,5XJc8NmM7JP4byHGNGQ9,UeMM115jpbX5PAghrQ2l,CJOaMQXpnnSAV7b8veWcm0UN2Sh1,5,7SwzAzbNt7TWg2YNJP5m
ZqFU4SNZTEjespP1Y2k5,4,DVhvy8x4RkF1e33R0LCW,SGS1jENxLhfH7NAX0oD0,1z82JCiGUgQfoRuoYaa1AlCnwcq2,5,7ecpL981FvhX78c6dtkL
SUmtDSKdSTIQjwh9hvGG,5,5XJc8NmM7JP4byHGNGQ9,iEPSx2FDRORW55Vtw7Ny,GwDmDVX06ddXBgnnqFioMJizRTG3,5,7fn9GxUIS3FJMIuaFGYK
6TD1jHLF5GZm7ygEAhhH,2,fgT0OfrgvOqwyNV5U9O4,Jif6t6WplfkqrPvznt3s,Fof7REFL39O2LeeWIy65jWhP1Qq1,5,7fwjKdhQGQ0NDhNxYbOY
lYB1aiu9QtFAnXM3KvKL,5,DVhvy8x4RkF1e33R0LCW,0qZPvJTfyoxjDLrxhNUj,HwquyzEz5iSKAgcC77j884Ar9q33,5,7ndqauPIyoTfEwxcWRmv
LE1IswSRmVlxiKNdbhDD,4,5XJc8NmM7JP4byHGNGQ9,7DsAg4E3f6SJFNhAkdiI,L6EGpTDDbCfn99kuuWvH1xUfRNp1,5,7nhSsModHgDlUom9Ner2
PnuKlvsbfOiTO5Qs6lCr,4,DVhvy8x4RkF1e33R0LCW,Brrpjhx6gb5C0VpZyBJp,O8QVzBM7nvQPNnBJWMy6SKHDTNl1,5,7u1wEZQeZ3sz5Mao5K45
HdoCWcCpyc6yG6cqE33C,4,DVhvy8x4RkF1e33R0LCW,IEafiQxZ4JUY3aDbxfQp,dUvz3ipBwuVenMtbBNWmstL1lMO2,5,7vLZAIzjojqyiAMXWN95
Pp5bVauC0lIflNzv5bt3,3,5XJc8NmM7JP4byHGNGQ9,7DsAg4E3f6SJFNhAkdiI,To8o4sNi9zVCTxcdiwLJB4HSjCI3,5,7xh6kxCDHE2m8LyBmG0b
SUmtDSKdSTIQjwh9hvGG,4,5XJc8NmM7JP4byHGNGQ9,tcbdCLEBGwr1SUHvzDWq,GwDmDVX06ddXBgnnqFioMJizRTG3,5,82dWIBPdQe9y2zA0IDy0
UVHc70M0SJrWg1ZPCj7Y,4,DVhvy8x4RkF1e33R0LCW,KctSHUbWEqbzl66q7DjD,pAyHzNDqMlThVfsZRP1yZFefzpt2,5,86OukDDoTyLJT5ygyGLo
D68RgntXqpivJbWi7hb3,3,5XJc8NmM7JP4byHGNGQ9,nFKvVpJ146i5R955I9Gw,jugND2HdDRRBnOpYVIu04WFWqsr1,5,897BzdcY3JwcZ8eOJpLA
HC2i69X987Lufo0suev5,5,fgT0OfrgvOqwyNV5U9O4,7rKuYSPRdEZ6mqY5gCHg,vgBYIzRj4pVUuGWBXiEb0XEVuwJ3,5,8B2oEjy0YueR2yuJQ8HD
Oeci1Q9AIXEGyYD56N9l,2,5XJc8NmM7JP4byHGNGQ9,tcbdCLEBGwr1SUHvzDWq,6rhLjWRPisapR6OlD05QNOOyXWH3,5,8BIhU0KZyRyhHhEEWyjF
XQzHwimobhKkDoMXLrRq,3,fgT0OfrgvOqwyNV5U9O4,g1EReXStyDo2ujzmd85L,wPwCIyGbZAbE1CnNota0X8Yp03r2,5,8ByX5vzrLY29ZGdQGwdL
XQzHwimobhKkDoMXLrRq,4,fgT0OfrgvOqwyNV5U9O4,VVsiDIYoc7wt7x7rsqal,wPwCIyGbZAbE1CnNota0X8Yp03r2,5,8D39pXvhw6zlIqSDmwmg
m3fzd7GpEKqiv1mBn6LS,4,DVhvy8x4RkF1e33R0LCW,PyR5YNBqOZiDLErR9iS5,NiLuzpp3tyOSBKmESh2IbX5IBbO2,5,8HEPyO8C16UChX3g3ttA
aAs2bY0D9VgFp8k9VPae,5,fgT0OfrgvOqwyNV5U9O4,5VZB1ClbnYm3bCOzznx6,gGKtZyFcdeSbaTBIPSIaFybQsAv1,5,8OgAVqnz29uXWebMLvME
yfvgA2Hp5MYTYJ9aVpT1,2,5XJc8NmM7JP4byHGNGQ9,ix0Z4AienURQUgKY1gdZ,Fg0GAsNnoXR2shWY12MPQcZalYA2,5,8QwAfHL8h88GgKkGkb9o
M1OEENCfJuH56GyoKEXD,4,DVhvy8x4RkF1e33R0LCW,JJEQ2eWViFsk3IPRk1Lk,ys4Osac7BnWZcIGGzi9hnM8fVgn2,5,8XlOLXNpYzgLgPFho20C
Rp1OnzKSd4tNmUMfgOPj,5,5XJc8NmM7JP4byHGNGQ9,BxHSuB2c3ZbxttqYLJHm,olY9c6XWEMUXp2rFeIoYxzF6I6h2,5,8YzIcLn4TbsVjFaIucAF
GrlzHnmDQKrHVksGzaL7,5,fgT0OfrgvOqwyNV5U9O4,48wAtJwfiWEMawV5FguX,S0QaAK5g5CZMxax3jgdCcBbCZSk1,5,8ew6vTKEFVoksJ5X8flX
AlAL7qJchFQw7ZWsJL8O,1,5XJc8NmM7JP4byHGNGQ9,ix0Z4AienURQUgKY1gdZ,KH0Fj3Ku1WNtCAa5p8QvwgrHulh1,5,8i9doapMkqpYfLB5iDDO
GrlzHnmDQKrHVksGzaL7,2,fgT0OfrgvOqwyNV5U9O4,O8zellt0sTgDcsvmKlvX,S0QaAK5g5CZMxax3jgdCcBbCZSk1,5,8p7CufqaEL5mFEpqbDw7
rUR6FsV9VkahVrXDGj3m,2,DVhvy8x4RkF1e33R0LCW,dwKpFaXNZ1ByfKWbhlDR,9WKeAnyrCthrlQQZjRG38rdjzCj1,5,8sy8FB0em4Wl07Jm5phi
UL1XkE78MqkiCi6g88CF,1,5XJc8NmM7JP4byHGNGQ9,ix0Z4AienURQUgKY1gdZ,L7qkdSD0MQYv39xtXqIHziLKC583,5,8tVU8DhPNtT6n0YIez3b
RUfMXrOC6ZHxDAn93QOc,5,5XJc8NmM7JP4byHGNGQ9,7DsAg4E3f6SJFNhAkdiI,9RK03EilZxYBrJO8ydI3OPoIO1p1,5,8up4Qr4ZSccmlE5eCj2X
t5cfKJZux7Hdbk1mOL6X,2,DVhvy8x4RkF1e33R0LCW,86tRmahDIhZlKjhMFfrE,iAnXPXx97LSLvgbHRjFR1K9BKTR2,5,8wflRyZMn8SOQjoq1tB6
lYB1aiu9QtFAnXM3KvKL,5,DVhvy8x4RkF1e33R0LCW,Gd3mdJImFcrldGyhZWav,HwquyzEz5iSKAgcC77j884Ar9q33,5,8y7TIEk6bxKKQj9EmdI5
iHgpcmvvLBGOxfotyNeO,3,5XJc8NmM7JP4byHGNGQ9,BxHSuB2c3ZbxttqYLJHm,C5x6jCTdXofDiAKppGDZZe3Cxnw1,5,8zMRD98V0s205TTFCQ6A
rxfjFMYQmZpi4ph5zolS,5,fgT0OfrgvOqwyNV5U9O4,FIxElf8uiY7lWIdhcnRQ,AnqLRONEWehBvtpdhKwWejKfCP43,5,92261mgUhOzYbY03JNrs
IHYkzcDm6e5jizItuYjG,1,DVhvy8x4RkF1e33R0LCW,oWfI3dGonpVP3KXEc6Fc,wb7O7T7qUlc1hiO2fjxu0XVrua13,5,92fH2UDJTuPAkqeXZVCC
iHgpcmvvLBGOxfotyNeO,3,5XJc8NmM7JP4byHGNGQ9,SwjiKVJ9jlB8yjvaxXmH,C5x6jCTdXofDiAKppGDZZe3Cxnw1,5,931QWpYgODOe19UlwjZ9
Sr21QL1tct5S86A4NxxZ,5,fgT0OfrgvOqwyNV5U9O4,DHVpxy0vQuCvoqPqftEx,Vcz6mgAq33PXyLZy3FNXCU8HjjF2,5,952xtf8kI6GCCJ8JzD9J
DeqpbetrDvTqCIs8rhrg,1,5XJc8NmM7JP4byHGNGQ9,LQLIVlksxormTmLxeZHf,8FXBRfOrzeXQzbm1nVzI6cBdQ3s1,5,95cn3kJyFD11OiWbViBP
rxfjFMYQmZpi4ph5zolS,2,fgT0OfrgvOqwyNV5U9O4,SXVvAr0WmH9kCh2fpJR3,AnqLRONEWehBvtpdhKwWejKfCP43,5,96Hgk1dsmI3BcWe6dCZk
16UBrIODZaABzKXTcbMY,4,5XJc8NmM7JP4byHGNGQ9,iEPSx2FDRORW55Vtw7Ny,jY4ss2m2WnTOddS1PT6CkaWC1SN2,5,97za9fHdAGdnW3nmrfcv
0veIMS0uBJjKUJdB4J54,3,5XJc8NmM7JP4byHGNGQ9,mYz0Mqyteqs1BmsKugKB,P826jMa6MjX1bsbNvzrQwb5OBNq2,5,98BbKa9WdseFopGLBuS5
R1kat1I55eoQ07qgj4g8,3,DVhvy8x4RkF1e33R0LCW,taSIzndzt6InFGgK93zW,9gULcxfIZYRfZS7srPDkqJd9dgj1,5,99q43y78bPXehWzh2OSp
cIS3ofGVsMYSBxK3nUwy,5,fgT0OfrgvOqwyNV5U9O4,bCi7K7b9RF3HFtGaGv6f,QkGIxap4CjSntyzRB74NMcuQosb2,5,9ALaOFHA0SuFBZ8vbAa4
9NijZqZOOom8yZR2ab5H,3,DVhvy8x4RkF1e33R0LCW,yZUG9e2OWrSjWWKcXi8C,pmnVqGMVZjfvYqMbx9CmqZxpUlv1,5,9Ak6uXsHbtRu0JLLmBMA
GrlzHnmDQKrHVksGzaL7,5,fgT0OfrgvOqwyNV5U9O4,49qm0aciuh5J6uL7Sy66,S0QaAK5g5CZMxax3jgdCcBbCZSk1,5,9EbUnbAQGK1ddbzK6qGQ
AlAL7qJchFQw7ZWsJL8O,5,5XJc8NmM7JP4byHGNGQ9,6901T0SL23FxB8ybMLrQ,KH0Fj3Ku1WNtCAa5p8QvwgrHulh1,5,9GDpJrPZFUC0qpprK7wJ
DCuEW1vkM0g2LxOYwytT,2,fgT0OfrgvOqwyNV5U9O4,g1EReXStyDo2ujzmd85L,LDjIHEbH8PQPrm6kuikuQ41WeOz2,5,9HNWzwzjFWTFCoH4KQub
Sr21QL1tct5S86A4NxxZ,4,fgT0OfrgvOqwyNV5U9O4,kfH4TH2q69sXIvSzlbSt,Vcz6mgAq33PXyLZy3FNXCU8HjjF2,5,9HfRTm3OfNJmUW5qdW2Z
DCuEW1vkM0g2LxOYwytT,2,fgT0OfrgvOqwyNV5U9O4,j2EBfmznYTQ5YD93XatQ,LDjIHEbH8PQPrm6kuikuQ41WeOz2,5,9KWfHe2yBcPRjE6f9Tvy
uIcexRFG6wmYyTWpupcP,1,5XJc8NmM7JP4byHGNGQ9,sbKBHkdmBX0MmF833EWG,AMVmwVipjnhEoL1aCOADJUKbBM82,5,9LaE6ZwL1cntdELjkLQg
590rF35J5HlBTCFjBDlw,5,fgT0OfrgvOqwyNV5U9O4,tbupiTmceHyJuEa0d4cv,KpxDdc6WKcRuFAR8lgsjaKeCrUh1,5,9OPZKQjw1GmJ1SilHQ8d
aAs2bY0D9VgFp8k9VPae,3,fgT0OfrgvOqwyNV5U9O4,J2SgO4EsBo8B3MtN1o1j,gGKtZyFcdeSbaTBIPSIaFybQsAv1,5,9UknlW01eTJEbU3hKtqu
dByU8tkQzTAZ65EPf3f6,5,5XJc8NmM7JP4byHGNGQ9,GUbuHjCEIT4PM5Sg6Sls,zSa3ZsxHPHbSTl2iZ7PRymT2AJI3,5,9WqpsE8la1DFbtkwrrNW
6TD1jHLF5GZm7ygEAhhH,3,fgT0OfrgvOqwyNV5U9O4,XOqwmsqyn9WF0eRje6jB,Fof7REFL39O2LeeWIy65jWhP1Qq1,5,9Yb0xl4gBbhcFnnB1OFZ
lNsIOCSThcYYmPaHBkOX,1,fgT0OfrgvOqwyNV5U9O4,MNvYOoiwLYSMaTlll3a0,l4LQR7X3XMPC4FSNh5tpkKasthc2,5,9YqOlUrBjpcj7uSzPNsX
dByU8tkQzTAZ65EPf3f6,2,5XJc8NmM7JP4byHGNGQ9,iEPSx2FDRORW55Vtw7Ny,zSa3ZsxHPHbSTl2iZ7PRymT2AJI3,5,9ZhRRa9cixyTTjlfV1Yq
bL9IqwqRODJYilqIMg4B,4,DVhvy8x4RkF1e33R0LCW,koClh6mviCTWnzFs7swz,MQYXfBhJB9XB9McxnPYl3na2ABA2,5,9aFvbhRlMmLcXyOrBkW6
rj2sdY2VyWEugWRaikhU,3,DVhvy8x4RkF1e33R0LCW,MSa531HP1yFOFm3KidTb,zTAZngLt0tRqvccCRsju6VSVvBI3,5,9dqcqZ0rHD9uCGWNItG4
WlEq3P6P2IT2m6eUHh4h,4,5XJc8NmM7JP4byHGNGQ9,7DsAg4E3f6SJFNhAkdiI,mNjQEuXtRBPN34tbi5Sv4j9Ijts2,5,9f4zzJsfjb10GT6SdeQh
hq4qiSbNocL8dpo0w0Lp,5,5XJc8NmM7JP4byHGNGQ9,0qqs3JOxIiR0iZrIv9qK,qqO37uLDAocRnSeh27r6HEBYjiB3,5,9gl7cOA3kmw7SHr9K1Hq
Rp1OnzKSd4tNmUMfgOPj,4,5XJc8NmM7JP4byHGNGQ9,iEPSx2FDRORW55Vtw7Ny,olY9c6XWEMUXp2rFeIoYxzF6I6h2,5,9j4JXXikW72y8XgQAQ3q
40ZbJOj3vLeWp4U2iDiz,3,5XJc8NmM7JP4byHGNGQ9,0qqs3JOxIiR0iZrIv9qK,q5W07Lw677UAd22LEBs2taNG3yz1,5,9lO4gOVAY6l2Y9MbsOb9
CSv4j34zGqT5vtjaoPgg,1,fgT0OfrgvOqwyNV5U9O4,GD7SxahJqxGRpWqRH8iq,lwuTvDMTdiWwHa88PVgUxYGD54D2,5,9nbHubopSaDTNlo8jk3K
lNsIOCSThcYYmPaHBkOX,1,fgT0OfrgvOqwyNV5U9O4,Jif6t6WplfkqrPvznt3s,l4LQR7X3XMPC4FSNh5tpkKasthc2,5,9pzdpnu2pe46JfghdzJL
hH8NtiCQB1BSoLifWCVt,4,fgT0OfrgvOqwyNV5U9O4,Y1aoy9CzMzdeEYQUZvoT,Tw4mjHo4yuOK9v7uCIYN39A2I4B2,5,9q1wqojS2jDb07MNwSKI
HAGG7nfYUbnaJHHLYEEW,1,5XJc8NmM7JP4byHGNGQ9,0qqs3JOxIiR0iZrIv9qK,0jt1zBwc6MaojsX5Wj9HzXBzTti1,5,9qWX7tGXEWXbaSUZXpsO
